	Phase	Room	Time	Mouse One	Mouse Two
1107	PHASE 1 dark	3	5233.841999769211	0065-0136660676	0065-0136671473
1108	PHASE 1 light	3	91.95499992370605	0065-0136660676	0065-0136671473
1109	PHASE 2 dark	3	1387.1479997634888	0065-0136660676	0065-0136671473
1110	PHASE 2 light	3	57.47599983215332	0065-0136660676	0065-0136671473
1111	PHASE 3 dark	3	1084.184999704361	0065-0136660676	0065-0136671473
1112	PHASE 3 light	3	177.10300016403198	0065-0136660676	0065-0136671473
1113	PHASE 1 dark	4	876.8409998416901	0065-0136660676	0065-0136671473
1114	PHASE 1 light	4	842.960000038147	0065-0136660676	0065-0136671473
1115	PHASE 2 dark	4	1515.937000989914	0065-0136660676	0065-0136671473
1116	PHASE 2 light	4	543.183000087738	0065-0136660676	0065-0136671473
1117	PHASE 3 dark	4	1007.7850000858307	0065-0136660676	0065-0136671473
1118	PHASE 3 light	4	252.40499997138977	0065-0136660676	0065-0136671473
1119	PHASE 1 dark	1	9682.591999530792	0065-0136660676	0065-0136673193
1120	PHASE 1 light	1	34106.53700017929	0065-0136660676	0065-0136673193
1121	PHASE 2 dark	1	16954.814999341965	0065-0136660676	0065-0136673193
1122	PHASE 2 light	1	50.97699975967407	0065-0136660676	0065-0136673193
1123	PHASE 3 dark	1	7822.333999872208	0065-0136660676	0065-0136673193
1124	PHASE 3 light	1	6397.566000461578	0065-0136660676	0065-0136673193
1125	PHASE 1 dark	2	478.5240008831024	0065-0136660676	0065-0136673193
1126	PHASE 2 dark	2	526.6870002746582	0065-0136660676	0065-0136673193
1127	PHASE 2 light	2	36811.55299949646	0065-0136660676	0065-0136673193
1128	PHASE 3 dark	2	6701.574001550674	0065-0136660676	0065-0136673193
1129	PHASE 3 light	2	24807.094000339508	0065-0136660676	0065-0136673193
1130	PHASE 1 dark	3	13964.036000490189	0065-0136660676	0065-0136673193
1131	PHASE 1 light	3	11.899999856948853	0065-0136660676	0065-0136673193
1132	PHASE 2 dark	3	282.327999830246	0065-0136660676	0065-0136673193
1133	PHASE 2 light	3	13.253999948501587	0065-0136660676	0065-0136673193
1134	PHASE 3 dark	3	209.67600059509277	0065-0136660676	0065-0136673193
1135	PHASE 3 light	3	78.81299996376038	0065-0136660676	0065-0136673193
1136	PHASE 1 dark	4	1087.3059997558594	0065-0136660676	0065-0136673193
1137	PHASE 1 light	4	529.4029998779297	0065-0136660676	0065-0136673193
1138	PHASE 2 dark	4	1308.8530006408691	0065-0136660676	0065-0136673193
1139	PHASE 2 light	4	429.2359998226166	0065-0136660676	0065-0136673193
1140	PHASE 3 dark	4	757.3190002441406	0065-0136660676	0065-0136673193
1141	PHASE 3 light	4	79.5629997253418	0065-0136660676	0065-0136673193
1142	PHASE 1 dark	1	10426.51200056076	0065-0136661759	0065-0136665886
1143	PHASE 1 light	1	29541.821998119354	0065-0136661759	0065-0136665886
1144	PHASE 2 dark	1	21779.11599969864	0065-0136661759	0065-0136665886
1145	PHASE 2 light	1	2.0169999599456787	0065-0136661759	0065-0136665886
1146	PHASE 3 dark	1	4725.023000001907	0065-0136661759	0065-0136665886
1147	PHASE 3 light	1	5770.066999673843	0065-0136661759	0065-0136665886
1148	PHASE 1 dark	2	740.9469997882843	0065-0136661759	0065-0136665886
1149	PHASE 1 light	2	17.211999893188477	0065-0136661759	0065-0136665886
1150	PHASE 2 dark	2	1001.9969997406006	0065-0136661759	0065-0136665886
1151	PHASE 2 light	2	35095.484999895096	0065-0136661759	0065-0136665886
1152	PHASE 3 dark	2	28827.001999616623	0065-0136661759	0065-0136665886
1153	PHASE 3 light	2	28480.681998729706	0065-0136661759	0065-0136665886
1154	PHASE 1 dark	3	14351.795000314713	0065-0136661759	0065-0136665886
1155	PHASE 1 light	3	32.34700012207031	0065-0136661759	0065-0136665886
1156	PHASE 2 dark	3	6.7850000858306885	0065-0136661759	0065-0136665886
1157	PHASE 3 dark	3	273.4269995689392	0065-0136661759	0065-0136665886
1158	PHASE 1 dark	4	479.8039994239807	0065-0136661759	0065-0136665886
1159	PHASE 1 light	4	1930.3340001106262	0065-0136661759	0065-0136665886
1160	PHASE 2 dark	4	835.1749999523163	0065-0136661759	0065-0136665886
1161	PHASE 2 light	4	24.29699993133545	0065-0136661759	0065-0136665886
1162	PHASE 1 dark	1	11096.560999393463	0065-0136661759	0065-0136667521
1163	PHASE 1 light	1	31482.072998523712	0065-0136661759	0065-0136667521
1164	PHASE 2 dark	1	27006.156000375748	0065-0136661759	0065-0136667521
1165	PHASE 2 light	1	18.132999897003174	0065-0136661759	0065-0136667521
1166	PHASE 3 dark	1	7919.75	0065-0136661759	0065-0136667521
1167	PHASE 3 light	1	8858.858999490738	0065-0136661759	0065-0136667521
1168	PHASE 1 dark	2	740.8339993953705	0065-0136661759	0065-0136667521
1169	PHASE 1 light	2	56.973999977111816	0065-0136661759	0065-0136667521
1170	PHASE 2 dark	2	1054.281000137329	0065-0136661759	0065-0136667521
1171	PHASE 2 light	2	38368.881000995636	0065-0136661759	0065-0136667521
1172	PHASE 3 dark	2	12165.03800034523	0065-0136661759	0065-0136667521
1173	PHASE 3 light	2	24652.446000099182	0065-0136661759	0065-0136667521
1174	PHASE 1 dark	3	10819.466999053955	0065-0136661759	0065-0136667521
1175	PHASE 1 light	3	106.3069999217987	0065-0136661759	0065-0136667521
1176	PHASE 2 dark	3	28.405999898910522	0065-0136661759	0065-0136667521
1177	PHASE 2 light	3	5.723999977111816	0065-0136661759	0065-0136667521
1178	PHASE 3 dark	3	779.5280001163483	0065-0136661759	0065-0136667521
1179	PHASE 3 light	3	2.9570000171661377	0065-0136661759	0065-0136667521
1180	PHASE 1 dark	4	929.7760002613068	0065-0136661759	0065-0136667521
1181	PHASE 1 light	4	488.639999628067	0065-0136661759	0065-0136667521
1182	PHASE 2 dark	4	545.3659992218018	0065-0136661759	0065-0136667521
1183	PHASE 2 light	4	3.866000175476074	0065-0136661759	0065-0136667521
1184	PHASE 1 dark	1	4434.118999242783	0065-0136661759	0065-0136670531
1185	PHASE 1 light	1	34830.42499876022	0065-0136661759	0065-0136670531
1186	PHASE 2 dark	1	31686.328000068665	0065-0136661759	0065-0136670531
1187	PHASE 3 dark	1	8008.229999780655	0065-0136661759	0065-0136670531
1188	PHASE 3 light	1	8218.283999443054	0065-0136661759	0065-0136670531
1189	PHASE 1 dark	2	670.150000333786	0065-0136661759	0065-0136670531
1190	PHASE 1 light	2	9.904999732971191	0065-0136661759	0065-0136670531
1191	PHASE 2 dark	2	933.3369996547699	0065-0136661759	0065-0136670531
1192	PHASE 2 light	2	38441.06700158119	0065-0136661759	0065-0136670531
1193	PHASE 3 dark	2	26398.674999713898	0065-0136661759	0065-0136670531
1194	PHASE 3 light	2	24920.35999917984	0065-0136661759	0065-0136670531
1195	PHASE 1 dark	3	18796.452000379562	0065-0136661759	0065-0136670531
1196	PHASE 1 light	3	5.353999853134155	0065-0136661759	0065-0136670531
1197	PHASE 2 dark	3	8.710000038146973	0065-0136661759	0065-0136670531
1198	PHASE 3 dark	3	26.37399983406067	0065-0136661759	0065-0136670531
1199	PHASE 1 dark	4	358.45400071144104	0065-0136661759	0065-0136670531
1200	PHASE 1 light	4	1700.3660006523132	0065-0136661759	0065-0136670531
1201	PHASE 2 dark	4	348.06700015068054	0065-0136661759	0065-0136670531
1202	PHASE 1 dark	1	10279.679999828339	0065-0136661759	0065-0136671473
1203	PHASE 1 light	1	30475.31599855423	0065-0136661759	0065-0136671473
1204	PHASE 2 dark	1	21370.670998573303	0065-0136661759	0065-0136671473
1205	PHASE 3 dark	1	8123.818999528885	0065-0136661759	0065-0136671473
1206	PHASE 3 light	1	9352.08299946785	0065-0136661759	0065-0136671473
1207	PHASE 1 dark	2	1271.4060006141663	0065-0136661759	0065-0136671473
1208	PHASE 1 light	2	7.0929999351501465	0065-0136661759	0065-0136671473
1209	PHASE 2 dark	2	1045.4959998130798	0065-0136661759	0065-0136671473
1210	PHASE 2 light	2	36809.594001054764	0065-0136661759	0065-0136671473
1211	PHASE 3 dark	2	14482.13799905777	0065-0136661759	0065-0136671473
1212	PHASE 3 light	2	24100.038999795914	0065-0136661759	0065-0136671473
1213	PHASE 1 dark	3	6811.964998245239	0065-0136661759	0065-0136671473
1214	PHASE 1 light	3	7.913000106811523	0065-0136661759	0065-0136671473
1215	PHASE 2 dark	3	20.795000076293945	0065-0136661759	0065-0136671473
1216	PHASE 2 light	3	1.0390000343322754	0065-0136661759	0065-0136671473
1217	PHASE 3 dark	3	655.9379997253418	0065-0136661759	0065-0136671473
1218	PHASE 1 dark	4	466.2920002937317	0065-0136661759	0065-0136671473
1219	PHASE 1 light	4	1133.4110004901886	0065-0136661759	0065-0136671473
1220	PHASE 2 dark	4	715.3749988079071	0065-0136661759	0065-0136671473
1221	PHASE 1 dark	1	10763.11999964714	0065-0136661759	0065-0136673193
1222	PHASE 1 light	1	35162.78899884224	0065-0136661759	0065-0136673193
1223	PHASE 2 dark	1	32447.12700033188	0065-0136661759	0065-0136673193
1224	PHASE 3 dark	1	8054.957999944687	0065-0136661759	0065-0136673193
1225	PHASE 3 light	1	8051.456998825073	0065-0136661759	0065-0136673193
1226	PHASE 1 dark	2	755.7910001277924	0065-0136661759	0065-0136673193
1227	PHASE 1 light	2	3.2200000286102295	0065-0136661759	0065-0136673193
1228	PHASE 2 dark	2	878.8839998245239	0065-0136661759	0065-0136673193
1229	PHASE 2 light	2	37824.82300043106	0065-0136661759	0065-0136673193
1230	PHASE 3 dark	2	27849.713000059128	0065-0136661759	0065-0136673193
1231	PHASE 3 light	2	27429.690999746323	0065-0136661759	0065-0136673193
1232	PHASE 1 dark	3	19755.92599964142	0065-0136661759	0065-0136673193
1233	PHASE 1 light	3	2.203000068664551	0065-0136661759	0065-0136673193
1234	PHASE 2 dark	3	20.69099998474121	0065-0136661759	0065-0136673193
1235	PHASE 3 dark	3	178.1379997730255	0065-0136661759	0065-0136673193
1236	PHASE 1 dark	4	658.7920005321503	0065-0136661759	0065-0136673193
1237	PHASE 1 light	4	964.9360001087189	0065-0136661759	0065-0136673193
1238	PHASE 2 dark	4	189.6780002117157	0065-0136661759	0065-0136673193
1239	PHASE 1 dark	1	11080.46799993515	0065-0136665886	0065-0136667521
1240	PHASE 1 light	1	28614.70599961281	0065-0136665886	0065-0136667521
1241	PHASE 2 dark	1	16576.936999320984	0065-0136665886	0065-0136667521
1242	PHASE 2 light	1	79.92900013923645	0065-0136665886	0065-0136667521
1243	PHASE 3 dark	1	4854.111000299454	0065-0136665886	0065-0136667521
1244	PHASE 3 light	1	6230.233999967575	0065-0136665886	0065-0136667521
1245	PHASE 1 dark	2	1256.8049998283386	0065-0136665886	0065-0136667521
1246	PHASE 1 light	2	118.30499958992004	0065-0136665886	0065-0136667521
1247	PHASE 2 dark	2	1740.7160005569458	0065-0136665886	0065-0136667521
1248	PHASE 2 light	2	35610.82499957085	0065-0136665886	0065-0136667521
1249	PHASE 3 dark	2	11709.586000442505	0065-0136665886	0065-0136667521
1250	PHASE 3 light	2	24163.26700091362	0065-0136665886	0065-0136667521
1251	PHASE 1 dark	3	10301.719998836517	0065-0136665886	0065-0136667521
1252	PHASE 1 light	3	14.793999910354614	0065-0136665886	0065-0136667521
1253	PHASE 2 dark	3	263.58199977874756	0065-0136665886	0065-0136667521
1254	PHASE 2 light	3	21.693000078201294	0065-0136665886	0065-0136667521
1255	PHASE 3 dark	3	219.139000415802	0065-0136665886	0065-0136667521
1256	PHASE 3 light	3	16.860999822616577	0065-0136665886	0065-0136667521
1257	PHASE 1 dark	4	1131.735997915268	0065-0136665886	0065-0136667521
1258	PHASE 1 light	4	978.6429996490479	0065-0136665886	0065-0136667521
1259	PHASE 2 dark	4	1696.7640011310577	0065-0136665886	0065-0136667521
1260	PHASE 3 dark	4	846.0779995918274	0065-0136665886	0065-0136667521
1261	PHASE 3 light	4	97.29599976539612	0065-0136665886	0065-0136667521
1262	PHASE 1 dark	1	4425.564000368118	0065-0136665886	0065-0136670531
1263	PHASE 1 light	1	30377.91899871826	0065-0136665886	0065-0136670531
1264	PHASE 2 dark	1	18206.50400042534	0065-0136665886	0065-0136670531
1265	PHASE 2 light	1	57.526000022888184	0065-0136665886	0065-0136670531
1266	PHASE 3 dark	1	4674.8400003910065	0065-0136665886	0065-0136670531
1267	PHASE 3 light	1	5462.135000228882	0065-0136665886	0065-0136670531
1268	PHASE 1 dark	2	1195.9559993743896	0065-0136665886	0065-0136670531
1269	PHASE 1 light	2	25.402999877929688	0065-0136665886	0065-0136670531
1270	PHASE 2 dark	2	1235.8320000171661	0065-0136665886	0065-0136670531
1271	PHASE 2 light	2	35511.55199980736	0065-0136665886	0065-0136670531
1272	PHASE 3 dark	2	24523.134999513626	0065-0136665886	0065-0136670531
1273	PHASE 3 light	2	24671.56300020218	0065-0136665886	0065-0136670531
1274	PHASE 1 dark	3	14888.534000873566	0065-0136665886	0065-0136670531
1275	PHASE 1 light	3	79.39799952507019	0065-0136665886	0065-0136670531
1276	PHASE 2 dark	3	150.02999997138977	0065-0136665886	0065-0136670531
1277	PHASE 2 light	3	6.805999755859375	0065-0136665886	0065-0136670531
1278	PHASE 3 dark	3	2.627000093460083	0065-0136665886	0065-0136670531
1279	PHASE 1 dark	4	335.73899960517883	0065-0136665886	0065-0136670531
1280	PHASE 1 light	4	2314.2469997406006	0065-0136665886	0065-0136670531
1281	PHASE 2 dark	4	947.6380007266998	0065-0136665886	0065-0136670531
1282	PHASE 2 light	4	0.9930000305175781	0065-0136665886	0065-0136670531
1283	PHASE 3 dark	4	132.10999965667725	0065-0136665886	0065-0136670531
1284	PHASE 1 dark	1	10545.50200009346	0065-0136665886	0065-0136671473
1285	PHASE 1 light	1	28677.16399884224	0065-0136665886	0065-0136671473
1286	PHASE 2 dark	1	13337.336999416351	0065-0136665886	0065-0136671473
1287	PHASE 2 light	1	54.93599987030029	0065-0136665886	0065-0136671473
1288	PHASE 3 dark	1	4948.893000364304	0065-0136665886	0065-0136671473
1289	PHASE 3 light	1	7008.548000097275	0065-0136665886	0065-0136671473
1290	PHASE 1 dark	2	2185.4000000953674	0065-0136665886	0065-0136671473
1291	PHASE 1 light	2	129.30599999427795	0065-0136665886	0065-0136671473
1292	PHASE 2 dark	2	2580.0119993686676	0065-0136665886	0065-0136671473
1293	PHASE 2 light	2	34581.89399909973	0065-0136665886	0065-0136671473
1294	PHASE 3 dark	2	13802.842998027802	0065-0136665886	0065-0136671473
1295	PHASE 3 light	2	24169.993000030518	0065-0136665886	0065-0136671473
1296	PHASE 1 dark	3	5902.848000049591	0065-0136665886	0065-0136671473
1297	PHASE 1 light	3	70.58300018310547	0065-0136665886	0065-0136671473
1298	PHASE 2 dark	3	893.6230003833771	0065-0136665886	0065-0136671473
1299	PHASE 2 light	3	69.51999998092651	0065-0136665886	0065-0136671473
1300	PHASE 3 dark	3	314.5620005130768	0065-0136665886	0065-0136671473
1301	PHASE 3 light	3	5.601999998092651	0065-0136665886	0065-0136671473
1302	PHASE 1 dark	4	690.6930000782013	0065-0136665886	0065-0136671473
1303	PHASE 1 light	4	1568.5509994029999	0065-0136665886	0065-0136671473
1304	PHASE 2 dark	4	1820.297999382019	0065-0136665886	0065-0136671473
1305	PHASE 2 light	4	50.20100021362305	0065-0136665886	0065-0136671473
1306	PHASE 3 dark	4	711.4539999961853	0065-0136665886	0065-0136671473
1307	PHASE 1 dark	1	10229.422999858856	0065-0136665886	0065-0136673193
1308	PHASE 1 light	1	31088.463999032974	0065-0136665886	0065-0136673193
1309	PHASE 2 dark	1	19296.068998336792	0065-0136665886	0065-0136673193
1310	PHASE 2 light	1	59.867000102996826	0065-0136665886	0065-0136673193
1311	PHASE 3 dark	1	4690.763999938965	0065-0136665886	0065-0136673193
1312	PHASE 3 light	1	5219.921999454498	0065-0136665886	0065-0136673193
1313	PHASE 1 dark	2	626.5430002212524	0065-0136665886	0065-0136673193
1314	PHASE 2 dark	2	1121.6029999256134	0065-0136665886	0065-0136673193
1315	PHASE 2 light	2	36068.6159992218	0065-0136665886	0065-0136673193
1316	PHASE 3 dark	2	26318.311999320984	0065-0136665886	0065-0136673193
1317	PHASE 3 light	2	27087.57200026512	0065-0136665886	0065-0136673193
1318	PHASE 1 dark	3	15325.150000095367	0065-0136665886	0065-0136673193
1319	PHASE 1 light	3	50.13599991798401	0065-0136665886	0065-0136673193
1320	PHASE 2 dark	3	31.43600034713745	0065-0136665886	0065-0136673193
1321	PHASE 2 light	3	32.32299995422363	0065-0136665886	0065-0136673193
1322	PHASE 3 dark	3	144.2409999370575	0065-0136665886	0065-0136673193
1323	PHASE 3 light	3	54.95899987220764	0065-0136665886	0065-0136673193
1324	PHASE 1 dark	4	622.4019999504089	0065-0136665886	0065-0136673193
1325	PHASE 1 light	4	2245.4550001621246	0065-0136665886	0065-0136673193
1326	PHASE 2 dark	4	1232.9009990692139	0065-0136665886	0065-0136673193
1327	PHASE 2 light	4	8.265000104904175	0065-0136665886	0065-0136673193
1328	PHASE 3 dark	4	595.1380004882812	0065-0136665886	0065-0136673193
1329	PHASE 1 dark	1	4324.236000537872	0065-0136667521	0065-0136670531
1330	PHASE 1 light	1	31125.23299908638	0065-0136667521	0065-0136670531
1331	PHASE 2 dark	1	22679.37300014496	0065-0136667521	0065-0136670531
1332	PHASE 2 light	1	3.5789999961853027	0065-0136667521	0065-0136670531
1333	PHASE 3 dark	1	9757.824999809265	0065-0136667521	0065-0136670531
1334	PHASE 3 light	1	10805.411000013351	0065-0136667521	0065-0136670531
1335	PHASE 1 dark	2	835.0499999523163	0065-0136667521	0065-0136670531
1336	PHASE 1 light	2	15.983000040054321	0065-0136667521	0065-0136670531
1337	PHASE 2 dark	2	1093.6429998874664	0065-0136667521	0065-0136670531
1338	PHASE 2 light	2	38431.04900097847	0065-0136667521	0065-0136670531
1339	PHASE 3 dark	2	10148.263999938965	0065-0136667521	0065-0136670531
1340	PHASE 3 light	2	23131.13800048828	0065-0136667521	0065-0136670531
1341	PHASE 1 dark	3	10727.110000371933	0065-0136667521	0065-0136670531
1342	PHASE 1 light	3	11.764999866485596	0065-0136667521	0065-0136670531
1343	PHASE 2 dark	3	48.043999671936035	0065-0136667521	0065-0136670531
1344	PHASE 2 light	3	25.274999856948853	0065-0136667521	0065-0136670531
1345	PHASE 3 dark	3	99.17399978637695	0065-0136667521	0065-0136670531
1346	PHASE 1 dark	4	493.9479994773865	0065-0136667521	0065-0136670531
1347	PHASE 1 light	4	588.9070003032684	0065-0136667521	0065-0136670531
1348	PHASE 2 dark	4	960.4329996109009	0065-0136667521	0065-0136670531
1349	PHASE 2 light	4	19.233999967575073	0065-0136667521	0065-0136670531
1350	PHASE 3 dark	4	984.4739999771118	0065-0136667521	0065-0136670531
1351	PHASE 1 dark	1	10956.932999134064	0065-0136667521	0065-0136671473
1352	PHASE 1 light	1	28685.02799963951	0065-0136667521	0065-0136671473
1353	PHASE 2 dark	1	16164.489000082016	0065-0136667521	0065-0136671473
1354	PHASE 2 light	1	18.128999710083008	0065-0136667521	0065-0136671473
1355	PHASE 3 dark	1	10527.723998069763	0065-0136667521	0065-0136671473
1356	PHASE 3 light	1	12301.335000276566	0065-0136667521	0065-0136671473
1357	PHASE 1 dark	2	1421.4690005779266	0065-0136667521	0065-0136671473
1358	PHASE 1 light	2	45.038999795913696	0065-0136667521	0065-0136671473
1359	PHASE 2 dark	2	1759.6249997615814	0065-0136667521	0065-0136671473
1360	PHASE 2 light	2	37208.97600030899	0065-0136667521	0065-0136671473
1361	PHASE 3 dark	2	4952.16300034523	0065-0136667521	0065-0136671473
1362	PHASE 3 light	2	22400.11900115013	0065-0136667521	0065-0136671473
1363	PHASE 1 dark	3	3913.021000146866	0065-0136667521	0065-0136671473
1364	PHASE 1 light	3	21.325999975204468	0065-0136667521	0065-0136671473
1365	PHASE 2 dark	3	471.77699971199036	0065-0136667521	0065-0136671473
1366	PHASE 2 light	3	18.31599998474121	0065-0136667521	0065-0136671473
1367	PHASE 3 dark	3	1018.7299995422363	0065-0136667521	0065-0136671473
1368	PHASE 3 light	3	59.23800015449524	0065-0136667521	0065-0136671473
1369	PHASE 1 dark	4	1016.5440003871918	0065-0136667521	0065-0136671473
1370	PHASE 1 light	4	775.7190001010895	0065-0136667521	0065-0136671473
1371	PHASE 2 dark	4	1677.6440000534058	0065-0136667521	0065-0136671473
1372	PHASE 2 light	4	198.37399983406067	0065-0136667521	0065-0136671473
1373	PHASE 3 dark	4	3176.0199999809265	0065-0136667521	0065-0136671473
1374	PHASE 3 light	4	36.29900002479553	0065-0136667521	0065-0136671473
1375	PHASE 1 dark	1	10745.795999526978	0065-0136667521	0065-0136673193
1376	PHASE 1 light	1	32355.067999362946	0065-0136667521	0065-0136673193
1377	PHASE 2 dark	1	24240.44899916649	0065-0136667521	0065-0136673193
1378	PHASE 2 light	1	16.624000072479248	0065-0136667521	0065-0136673193
1379	PHASE 3 dark	1	8435.46499991417	0065-0136667521	0065-0136673193
1380	PHASE 3 light	1	10685.852999687195	0065-0136667521	0065-0136673193
1381	PHASE 1 dark	2	481.14000058174133	0065-0136667521	0065-0136673193
1382	PHASE 2 dark	2	970.342000246048	0065-0136667521	0065-0136673193
1383	PHASE 2 light	2	38132.06900000572	0065-0136667521	0065-0136673193
1384	PHASE 3 dark	2	11684.489000558853	0065-0136667521	0065-0136673193
1385	PHASE 3 light	2	24890.525000810623	0065-0136667521	0065-0136673193
1386	PHASE 1 dark	3	11784.87600016594	0065-0136667521	0065-0136673193
1387	PHASE 1 light	3	5.2230000495910645	0065-0136667521	0065-0136673193
1388	PHASE 2 dark	3	102.29299974441528	0065-0136667521	0065-0136673193
1389	PHASE 2 light	3	12.292999982833862	0065-0136667521	0065-0136673193
1390	PHASE 3 dark	3	180.89000010490417	0065-0136667521	0065-0136673193
1391	PHASE 1 dark	4	982.680999994278	0065-0136667521	0065-0136673193
1392	PHASE 1 light	4	576.0030000209808	0065-0136667521	0065-0136673193
1393	PHASE 2 dark	4	1471.702000617981	0065-0136667521	0065-0136673193
1394	PHASE 2 light	4	153.86800003051758	0065-0136667521	0065-0136673193
1395	PHASE 3 dark	4	2190.577000141144	0065-0136667521	0065-0136673193
1396	PHASE 1 dark	1	4459.531001091003	0065-0136670531	0065-0136671473
1397	PHASE 1 light	1	31590.68699979782	0065-0136670531	0065-0136671473
1398	PHASE 2 dark	1	18580.68099784851	0065-0136670531	0065-0136671473
1399	PHASE 2 light	1	18.21299982070923	0065-0136670531	0065-0136671473
1400	PHASE 3 dark	1	10841.857999563217	0065-0136670531	0065-0136671473
1401	PHASE 3 light	1	11371.164000034332	0065-0136670531	0065-0136671473
1402	PHASE 1 dark	2	1352.22900056839	0065-0136670531	0065-0136671473
1403	PHASE 1 light	2	176.8030002117157	0065-0136670531	0065-0136671473
1404	PHASE 2 dark	2	1534.8139998912811	0065-0136670531	0065-0136671473
1405	PHASE 2 light	2	36983.541001319885	0065-0136670531	0065-0136671473
1406	PHASE 3 dark	2	13868.388998746872	0065-0136670531	0065-0136671473
1407	PHASE 3 light	2	23895.97900056839	0065-0136670531	0065-0136671473
1408	PHASE 1 dark	3	7457.944000244141	0065-0136670531	0065-0136671473
1409	PHASE 1 light	3	29.21899962425232	0065-0136670531	0065-0136671473
1410	PHASE 2 dark	3	286.7510004043579	0065-0136670531	0065-0136671473
1411	PHASE 3 dark	3	211.71900010108948	0065-0136670531	0065-0136671473
1412	PHASE 3 light	3	40.92700004577637	0065-0136670531	0065-0136671473
1413	PHASE 1 dark	4	333.4629991054535	0065-0136670531	0065-0136671473
1414	PHASE 1 light	4	1332.7460000514984	0065-0136670531	0065-0136671473
1415	PHASE 2 dark	4	1553.5270001888275	0065-0136670531	0065-0136671473
1416	PHASE 2 light	4	33.70800018310547	0065-0136670531	0065-0136671473
1417	PHASE 3 dark	4	967.4639999866486	0065-0136670531	0065-0136671473
1418	PHASE 1 dark	1	4073.458999633789	0065-0136670531	0065-0136673193
1419	PHASE 1 light	1	35291.78699851036	0065-0136670531	0065-0136673193
1420	PHASE 2 dark	1	27176.467998981476	0065-0136670531	0065-0136673193
1421	PHASE 2 light	1	4.930000066757202	0065-0136670531	0065-0136673193
1422	PHASE 3 dark	1	8239.065999984741	0065-0136670531	0065-0136673193
1423	PHASE 3 light	1	10087.58799982071	0065-0136670531	0065-0136673193
1424	PHASE 1 dark	2	691.4900000095367	0065-0136670531	0065-0136673193
1425	PHASE 1 light	2	14.696999788284302	0065-0136670531	0065-0136673193
1426	PHASE 2 dark	2	871.4679999351501	0065-0136670531	0065-0136673193
1427	PHASE 2 light	2	38198.835000514984	0065-0136670531	0065-0136673193
1428	PHASE 3 dark	2	23690.33699941635	0065-0136670531	0065-0136673193
1429	PHASE 3 light	2	25639.40899991989	0065-0136670531	0065-0136673193
1430	PHASE 1 dark	3	19379.29800081253	0065-0136670531	0065-0136673193
1431	PHASE 1 light	3	59.77300000190735	0065-0136670531	0065-0136673193
1432	PHASE 2 light	3	17.188999891281128	0065-0136670531	0065-0136673193
1433	PHASE 3 dark	3	61.38700008392334	0065-0136670531	0065-0136673193
1434	PHASE 1 dark	4	404.9919993877411	0065-0136670531	0065-0136673193
1435	PHASE 1 light	4	1634.8670003414154	0065-0136670531	0065-0136673193
1436	PHASE 2 dark	4	767.1529998779297	0065-0136670531	0065-0136673193
1437	PHASE 2 light	4	96.50600004196167	0065-0136670531	0065-0136673193
1438	PHASE 3 dark	4	600.789999961853	0065-0136670531	0065-0136673193
1439	PHASE 1 dark	1	9896.813999414444	0065-0136671473	0065-0136673193
1440	PHASE 1 light	1	31588.54899907112	0065-0136671473	0065-0136673193
1441	PHASE 2 dark	1	19665.490998983383	0065-0136671473	0065-0136673193
1442	PHASE 2 light	1	46.90399956703186	0065-0136671473	0065-0136673193
1443	PHASE 3 dark	1	8330.719999790192	0065-0136671473	0065-0136673193
1444	PHASE 3 light	1	11338.043999671936	0065-0136671473	0065-0136673193
1445	PHASE 1 dark	2	1074.0790004730225	0065-0136671473	0065-0136673193
1446	PHASE 1 light	2	4.552999973297119	0065-0136671473	0065-0136673193
1447	PHASE 2 dark	2	1480.808000087738	0065-0136671473	0065-0136673193
1448	PHASE 2 light	2	37229.17699956894	0065-0136671473	0065-0136673193
1449	PHASE 3 dark	2	13567.008998155594	0065-0136671473	0065-0136673193
1450	PHASE 3 light	2	24919.778000831604	0065-0136671473	0065-0136673193
1451	PHASE 1 dark	3	7812.416999101639	0065-0136671473	0065-0136673193
1452	PHASE 1 light	3	46.645999908447266	0065-0136671473	0065-0136673193
1453	PHASE 2 dark	3	64.71599984169006	0065-0136671473	0065-0136673193
1454	PHASE 2 light	3	19.167999982833862	0065-0136671473	0065-0136673193
1455	PHASE 3 dark	3	363.08200001716614	0065-0136671473	0065-0136673193
1456	PHASE 1 dark	4	721.4539985656738	0065-0136671473	0065-0136673193
1457	PHASE 1 light	4	814.6110002994537	0065-0136671473	0065-0136673193
1458	PHASE 2 dark	4	1793.1700007915497	0065-0136671473	0065-0136673193
1459	PHASE 2 light	4	250.30099987983704	0065-0136671473	0065-0136673193
1460	PHASE 3 dark	4	1831.6320009231567	0065-0136671473	0065-0136673193
